Spikeling Vm,Stimulus,Total Current Input,Synapse 1 Vm,Synapse 1 Input,Synapse 2 Vm,Synapse 2 Input
-77.51,20.0,19.11,-59.0,7.95,-61.0,10.16
-77.65,20.0,19.97,-60.0,7.91,-61.0,10.06
-77.78,20.0,19.83,-59.0,7.87,-60.0,9.96
-78.01,20.0,18.69,-59.0,7.83,-60.0,9.86
-78.12,20.0,19.55,-60.0,7.79,-58.0,9.76
-78.32,20.0,18.42,-58.0,7.75,-58.0,9.67
-78.5,20.0,18.28,-58.0,7.71,-57.0,9.57
-78.57,20.0,19.15,-58.0,7.67,-57.0,9.47
-78.63,20.0,19.01,-58.0,7.63,-55.0,9.38
-78.8,20.0,17.88,-58.0,7.6,-55.0,9.29
-78.85,20.0,18.75,-58.0,7.56,-55.0,9.19
-79.0,20.0,17.62,-58.0,7.52,-55.0,9.1
-79.14,20.0,17.49,-57.0,7.48,-54.0,9.01
-79.16,20.0,18.36,-57.0,7.44,-54.0,8.92
-79.29,20.0,17.24,-57.0,7.41,-54.0,8.83
-79.41,20.0,17.11,-57.0,7.37,-54.0,8.74
-79.42,20.0,17.99,-57.0,7.33,-53.0,8.65
-79.54,20.0,16.86,-56.0,7.3,-53.0,8.57
-79.64,20.0,16.74,-56.0,7.26,-53.0,8.48
-79.54,20.0,18.62,-56.0,7.22,-52.0,8.4
-79.66,20.0,16.5,-56.0,7.19,-52.0,8.31
-79.77,20.0,16.38,-56.0,7.15,-52.0,8.23
-79.67,20.0,18.26,-55.0,7.12,-51.0,8.15
-79.78,20.0,16.15,-55.0,7.08,-51.0,8.07
-79.89,20.0,16.03,-55.0,7.05,-50.0,7.99
-79.79,20.0,17.92,-54.0,7.01,-50.0,7.91
-79.91,20.0,15.8,-54.0,6.98,-48.0,7.83
-80.02,20.0,15.69,-54.0,6.94,-47.0,7.75
-79.92,20.0,17.58,-53.0,6.91,-47.0,7.67
-80.03,20.0,15.47,-53.0,6.87,-46.0,7.59
-80.14,20.0,15.36,-53.0,6.84,-45.0,7.52
-80.04,20.0,17.25,-52.0,6.8,-45.0,7.44
-80.15,20.0,15.14,-51.0,6.77,-44.0,7.37
-80.26,20.0,15.03,-51.0,6.73,-41.0,7.3
-80.15,20.0,16.92,-49.0,6.7,-40.0,7.22
-80.27,20.0,14.82,-49.0,6.67,-37.0,7.15
-80.37,20.0,14.71,-48.0,6.63,-36.0,7.08
-80.27,20.0,16.61,-48.0,6.6,-34.0,7.01
-80.38,20.0,14.51,-47.0,6.57,-31.0,6.94
-80.48,20.0,14.4,-47.0,6.54,-29.0,6.87
-80.37,20.0,16.3,-44.0,6.5,-25.0,6.8
-80.28,20.0,16.23,-43.0,6.47,-18.0,8.76
-80.01,20.0,18.11,-42.0,6.44,-13.0,10.68
-79.38,20.0,22.02,-41.0,6.41,-5.0,12.61
-78.85,20.0,21.89,-39.0,6.37,4.0,14.51
-78.19,20.0,23.73,-37.0,6.34,18.0,16.39
-77.24,20.0,27.52,-36.0,6.31,39.0,18.21
-76.61,20.0,25.31,-33.0,6.28,-62.0,18.03
-76.08,20.0,25.1,-31.0,6.25,-62.0,17.85
-75.42,20.0,26.89,-24.0,6.22,-62.0,17.67
-75.04,20.0,24.68,-19.0,6.18,-62.0,17.5
-74.64,20.0,25.29,-14.0,6.96,-62.0,17.32
-74.01,20.0,27.89,-7.0,7.74,-62.0,17.15
-73.58,20.0,26.5,1.0,8.52,-63.0,16.98
-73.12,20.0,27.11,14.0,9.31,-63.0,16.81
-72.43,20.0,29.7,30.0,10.06,-63.0,16.64
-72.02,20.0,27.48,-62.0,10.01,-63.0,16.47
-71.65,20.0,27.26,-62.0,9.96,-63.0,16.31
-71.13,20.0,29.05,-62.0,9.91,-63.0,16.14
-70.86,20.0,26.84,-62.0,9.86,-63.0,15.98
-70.63,20.0,26.63,-62.0,9.81,-63.0,15.82
-70.23,20.0,28.42,-63.0,9.76,-63.0,15.67
-70.07,20.0,26.22,-63.0,9.71,-63.0,15.51
-69.93,20.0,26.02,-63.0,9.66,-63.0,15.35
-69.62,20.0,27.81,-63.0,9.61,-63.0,15.2
-69.54,20.0,25.61,-63.0,9.57,-63.0,15.05
-69.48,20.0,25.42,-63.0,9.52,-63.0,14.9
-69.34,20.0,26.22,-63.0,9.47,-63.0,14.75
-69.32,20.0,25.02,-63.0,9.42,-63.0,14.6
-69.31,20.0,24.83,-63.0,9.38,-63.0,14.46
-69.23,20.0,25.64,-63.0,9.33,-63.0,14.31
-69.25,20.0,24.45,-63.0,9.28,-63.0,14.17
-69.3,20.0,24.26,-64.0,9.24,-63.0,14.03
-69.25,20.0,25.07,-64.0,9.19,-63.0,13.89
-69.32,20.0,23.89,-64.0,9.14,-63.0,13.75
-69.3,20.0,24.71,-64.0,9.1,-63.0,13.61
-69.29,20.0,24.53,-64.0,9.05,-63.0,13.47
-69.4,20.0,23.35,-64.0,9.01,-63.0,13.34
-69.42,20.0,24.17,-64.0,8.96,-63.0,13.21
-69.54,20.0,22.99,-64.0,8.92,-63.0,13.07
-69.67,20.0,22.81,-64.0,8.87,-63.0,12.94
-69.71,20.0,23.64,-64.0,8.83,-62.0,12.81
-69.86,20.0,22.47,-63.0,8.78,-62.0,12.68
-70.01,20.0,22.3,-63.0,8.74,-62.0,12.56
-70.07,0.0,23.13,-63.0,8.7,-62.0,12.43
-70.23,0.0,21.96,-66.0,8.65,-66.0,12.31
-70.4,0.0,21.79,-70.0,8.61,-70.0,12.18
-70.36,0.0,23.63,-76.0,8.57,-72.0,12.06
-70.54,0.0,21.47,-79.0,8.52,-76.0,11.94
-70.72,0.0,21.3,-81.0,8.48,-81.0,11.82
-70.7,0.0,23.14,-82.0,8.44,-82.0,11.7
-70.9,0.0,20.98,-83.0,8.4,-84.0,11.59
-71.09,0.0,20.83,-85.0,8.35,-85.0,11.47
-71.08,0.0,22.67,-86.0,8.31,-86.0,11.36
-71.28,0.0,20.51,-87.0,8.27,-87.0,11.24
-71.47,0.0,20.36,-88.0,8.23,-87.0,11.13
-71.47,0.0,22.21,-88.0,8.19,-89.0,11.02
-71.67,0.0,20.06,-90.0,8.15,-89.0,10.91
-71.87,0.0,19.91,-90.0,8.11,-90.0,10.8
-71.87,0.0,21.76,-90.0,8.07,-90.0,10.69
-72.07,0.0,19.61,-90.0,8.03,-90.0,10.59
-72.27,0.0,19.47,-90.0,7.99,-90.0,10.48
-72.27,0.0,21.32,-90.0,7.95,-90.0,10.37
-72.47,0.0,19.18,-90.0,7.91,-90.0,10.27
-72.67,0.0,19.04,-90.0,7.87,-90.0,10.17
-72.66,0.0,20.89,-90.0,7.83,-90.0,10.07
-72.86,0.0,18.75,-90.0,7.79,-90.0,9.97
-73.06,0.0,18.62,-90.0,7.75,-90.0,9.87
-73.05,0.0,20.48,-90.0,7.71,-90.0,9.77
-73.24,0.0,18.34,-90.0,7.67,-90.0,9.67
-73.43,0.0,18.21,-90.0,7.63,-90.0,9.57
-73.41,0.0,20.07,-90.0,7.6,-90.0,9.48
-73.6,0.0,17.94,-90.0,7.56,-90.0,9.38
-73.79,0.0,17.81,-90.0,7.52,-90.0,9.29
-73.76,0.0,19.68,-90.0,7.48,-90.0,9.2
-73.95,0.0,17.55,-90.0,7.44,-90.0,9.1
-74.13,0.0,17.42,-90.0,7.41,-90.0,9.01
-74.1,0.0,19.29,-90.0,7.37,-90.0,8.92
-74.28,0.0,17.17,-90.0,7.33,-90.0,8.83
-74.45,0.0,17.04,-90.0,7.3,-90.0,8.75
-74.41,0.0,18.92,-90.0,7.26,-90.0,8.66
-74.58,0.0,16.8,-90.0,7.22,-90.0,8.57
-74.75,0.0,16.67,-90.0,7.19,-90.0,8.49
-74.81,0.0,17.55,-90.0,7.15,-90.0,8.4
-74.96,0.0,16.43,-90.0,7.12,-90.0,8.32
-75.11,0.0,16.31,-90.0,7.08,-90.0,8.23
-75.16,0.0,17.2,-90.0,7.05,-90.0,8.15
-75.3,0.0,16.08,-90.0,7.01,-90.0,8.07
-75.44,0.0,15.96,-90.0,6.98,-90.0,7.99
-75.47,0.0,16.85,-90.0,6.94,-89.0,7.91
-75.6,0.0,15.74,-90.0,6.91,-89.0,7.83
-75.63,0.0,16.62,-90.0,6.87,-89.0,7.75
-75.76,0.0,15.51,-90.0,6.84,-89.0,7.67
-75.88,0.0,15.4,-89.0,6.8,-89.0,7.6
-75.9,0.0,16.29,-88.0,6.77,-89.0,7.52
-75.92,0.0,16.18,-88.0,6.73,-89.0,7.45
-76.04,0.0,15.07,-88.0,6.7,-89.0,7.37
-76.06,0.0,15.97,-88.0,6.67,-89.0,7.3
-76.18,0.0,14.86,-88.0,6.63,-89.0,7.23
-76.3,0.0,14.75,-88.0,6.6,-89.0,7.15
-76.21,0.0,16.65,-88.0,6.57,-89.0,7.08
-76.33,0.0,14.55,-88.0,6.54,-89.0,7.01
-76.45,0.0,14.44,-88.0,6.5,-89.0,6.94
-76.46,0.0,15.34,-88.0,6.47,-89.0,6.87
-76.57,0.0,14.24,-88.0,6.44,-89.0,6.8
-76.68,0.0,14.14,-88.0,6.41,-89.0,6.73
-76.68,0.0,15.04,-88.0,6.37,-89.0,6.67
-76.78,0.0,13.94,-88.0,6.34,-89.0,6.6
-76.88,0.0,13.84,-88.0,6.31,-89.0,6.53
-76.77,0.0,15.75,-88.0,6.28,-89.0,6.47
-76.88,0.0,13.65,-88.0,6.25,-89.0,6.4
-76.99,0.0,13.56,-88.0,6.22,-89.0,6.34
-76.88,0.0,15.46,-88.0,6.18,-89.0,6.28
-77.0,0.0,13.37,-88.0,6.15,-89.0,6.21
-77.1,0.0,13.27,-88.0,6.12,-89.0,6.15
-77.0,0.0,15.18,-88.0,6.09,-89.0,6.09
-77.11,0.0,13.09,-88.0,6.06,-89.0,6.03
-77.22,0.0,13.0,-88.0,6.03,-89.0,5.97
-77.12,0.0,14.91,-88.0,6.0,-89.0,5.91
-77.23,0.0,12.82,-88.0,5.97,-89.0,5.85
-77.34,0.0,12.73,-88.0,5.94,-89.0,5.79
-77.23,0.0,14.65,-88.0,5.91,-87.0,5.73
-77.35,0.0,12.56,-88.0,5.88,-87.0,5.68
-77.45,0.0,12.47,-88.0,5.85,-87.0,5.62
-77.35,0.0,14.39,-88.0,5.82,-87.0,5.56
-77.46,0.0,12.3,-87.0,5.79,-87.0,5.51
-77.56,0.0,12.22,-87.0,5.77,-87.0,5.45
-77.46,0.0,14.14,-87.0,5.74,-87.0,5.4
-77.57,0.0,12.05,-87.0,5.71,-87.0,5.34
-77.67,0.0,11.97,-87.0,5.68,-87.0,5.29
-77.57,0.0,13.89,-87.0,5.65,-87.0,5.24
-77.68,0.0,11.81,-87.0,5.62,-87.0,5.19
-77.78,0.0,11.73,-87.0,5.59,-87.0,5.13
-77.67,0.0,13.65,-87.0,5.57,-87.0,5.08
-77.78,0.0,11.57,-87.0,5.54,-87.0,5.03
-77.88,0.0,11.49,-87.0,5.51,-87.0,4.98
-77.77,0.0,13.42,-87.0,5.48,-87.0,4.93
-77.88,0.0,11.34,-87.0,5.46,-87.0,4.88
-77.97,0.0,11.26,-87.0,5.43,-87.0,4.83
-77.86,0.0,13.19,-87.0,5.4,-87.0,4.79
-77.97,0.0,11.11,-87.0,5.37,-87.0,4.74
-78.07,0.0,11.04,-87.0,5.35,-87.0,4.69
-77.95,0.0,12.96,-87.0,5.32,-87.0,4.64
-78.06,0.0,10.89,-87.0,5.29,-87.0,4.6
-78.15,0.0,10.82,-87.0,5.27,-87.0,4.55
-78.04,0.0,12.75,-87.0,5.24,-87.0,4.51
-78.14,0.0,10.68,-87.0,5.22,-87.0,4.46
-78.23,0.0,10.6,-87.0,5.19,-87.0,4.42
-78.22,0.0,11.53,-87.0,5.16,-87.0,4.37
-78.31,0.0,10.47,-87.0,5.14,-87.0,4.33
-78.39,0.0,10.4,-87.0,5.11,-87.0,4.28
-78.36,0.0,11.33,-87.0,5.09,-87.0,4.24
-78.44,0.0,10.26,-87.0,5.06,-86.0,4.2
-78.51,0.0,10.19,-87.0,5.04,-86.0,4.16
-78.48,0.0,11.13,-87.0,5.01,-86.0,4.12
-78.55,0.0,10.06,-87.0,4.99,-86.0,4.07
-78.51,0.0,10.99,-86.0,4.96,-86.0,4.03
-78.59,0.0,9.93,-86.0,4.94,-86.0,3.99
-78.65,0.0,9.86,-86.0,4.91,-86.0,3.95
-78.61,0.0,10.8,-86.0,4.89,-86.0,3.91
-78.58,0.0,10.74,-86.0,4.86,-86.0,3.87
-78.65,0.0,9.67,-86.0,4.84,-86.0,3.84
-78.62,0.0,10.61,-86.0,4.81,-86.0,3.8
-78.69,0.0,9.55,-86.0,4.79,-86.0,3.76
-78.76,0.0,9.49,-86.0,4.77,-86.0,3.72
-78.61,0.0,11.43,-86.0,4.74,-86.0,3.68
-78.69,0.0,9.37,-86.0,4.72,-86.0,3.65
-78.76,0.0,9.31,-86.0,4.69,-86.0,3.61
-78.73,0.0,10.25,-86.0,4.67,-86.0,3.58
-78.8,0.0,9.19,-86.0,4.65,-86.0,3.54
-78.86,0.0,9.13,-86.0,4.62,-86.0,3.5
-78.82,0.0,10.07,-86.0,4.6,-86.0,3.47
-78.78,0.0,10.01,-86.0,4.58,-86.0,3.43
-78.85,0.0,8.96,-86.0,4.56,-86.0,3.4
-78.82,0.0,9.9,-86.0,4.53,-86.0,3.37
-78.89,0.0,8.84,-86.0,4.51,-86.0,3.33
-78.95,0.0,8.79,-86.0,4.49,-86.0,3.3
-78.9,0.0,9.73,-86.0,4.46,-86.0,3.27
-78.87,0.0,9.68,-86.0,4.44,-86.0,3.23
-78.94,0.0,8.62,-86.0,4.42,-86.0,3.2
-78.9,0.0,9.57,-86.0,4.4,-86.0,3.17
-78.87,0.0,9.51,-86.0,4.38,-86.0,3.14
-78.94,0.0,8.46,-86.0,4.35,-86.0,3.11
-78.91,0.0,9.41,-86.0,4.33,-85.0,3.07
-78.98,0.0,8.36,-86.0,4.31,-85.0,3.04
-79.04,0.0,8.3,-86.0,4.29,-85.0,3.01
-79.0,0.0,9.25,-86.0,4.27,-85.0,2.98
-79.06,0.0,8.2,-86.0,4.25,-85.0,2.95
-79.12,0.0,8.15,-86.0,4.23,-85.0,2.92
-79.07,0.0,9.1,-86.0,4.2,-85.0,2.9
-79.12,0.0,8.05,-85.0,4.18,-85.0,2.87
-79.18,0.0,8.0,-84.0,4.16,-85.0,2.84
-79.12,0.0,8.95,-85.0,4.14,-85.0,2.81
-79.17,0.0,7.9,-85.0,4.12,-85.0,2.78
-79.22,0.0,7.85,-85.0,4.1,-85.0,2.75
-79.06,0.0,9.81,-84.0,4.08,-85.0,2.73
-79.13,0.0,7.76,-85.0,4.06,-85.0,2.7
-79.19,0.0,7.71,-84.0,4.04,-85.0,2.67
-79.04,0.0,9.66,-85.0,4.02,-85.0,2.64
-79.11,0.0,7.62,-85.0,4.0,-85.0,2.62
-79.17,0.0,7.57,-85.0,3.98,-85.0,2.59
-79.02,0.0,9.52,-85.0,3.96,-85.0,2.57
-79.1,0.0,7.48,-84.0,3.94,-85.0,2.54
-79.16,0.0,7.43,-85.0,3.92,-85.0,2.52
-79.02,0.0,9.39,-85.0,3.9,-85.0,2.49
-79.1,0.0,7.35,-85.0,3.88,-85.0,2.47
-79.17,0.0,7.3,-85.0,3.86,-85.0,2.44
-79.03,0.0,9.26,-85.0,3.84,-85.0,2.42
-79.1,0.0,7.21,-85.0,3.82,-85.0,2.39
-79.17,0.0,7.17,-85.0,3.8,-85.0,2.37
-79.03,0.0,9.13,-85.0,3.78,-84.0,2.34
-79.11,0.0,7.09,-85.0,3.77,-84.0,2.32
-79.18,0.0,7.04,-85.0,3.75,-85.0,2.3
-79.04,0.0,9.0,-85.0,3.73,-85.0,2.27
-79.12,0.0,6.96,-84.0,3.71,-85.0,2.25
-79.19,0.0,6.92,-85.0,3.69,-85.0,2.23
-79.05,0.0,8.88,-85.0,3.67,-84.0,2.21
-79.13,0.0,6.84,-85.0,3.65,-84.0,2.18
-79.2,0.0,6.8,-85.0,3.64,-84.0,2.16
-79.06,0.0,8.76,-85.0,3.62,-84.0,2.14
-79.14,0.0,6.72,-84.0,3.6,-84.0,2.12
-79.21,0.0,6.68,-84.0,3.58,-84.0,2.1
-79.07,0.0,8.64,-85.0,3.56,-84.0,2.08
-79.15,0.0,6.6,-85.0,3.55,-84.0,2.06
-79.22,0.0,6.56,-83.0,3.53,-84.0,2.04
-79.08,0.0,8.53,-83.0,3.51,-84.0,2.02
-79.16,0.0,6.49,-83.0,3.49,-84.0,2.0
-79.23,0.0,6.45,-83.0,3.48,-84.0,1.98
-79.09,0.0,8.41,-83.0,3.46,-84.0,1.96
-79.16,0.0,6.38,-83.0,3.44,-84.0,1.94
-79.23,0.0,6.34,-83.0,3.42,-84.0,1.92
-79.09,0.0,8.3,-83.0,3.41,-84.0,1.9
-79.17,0.0,6.27,-83.0,3.39,-84.0,1.88
-79.24,0.0,6.23,-83.0,3.37,-84.0,1.86
-79.09,0.0,8.2,-83.0,3.36,-84.0,1.84
-79.17,0.0,6.16,-83.0,3.34,-84.0,1.82
-79.24,0.0,6.13,-83.0,3.32,-84.0,1.81
-79.1,0.0,8.09,-83.0,3.31,-84.0,1.79
-79.17,0.0,6.06,-83.0,3.29,-84.0,1.77
-79.24,0.0,6.02,-83.0,3.27,-84.0,1.75
-79.1,0.0,7.99,-83.0,3.26,-84.0,1.73
-79.18,0.0,5.96,-83.0,3.24,-84.0,1.72
-79.24,0.0,5.92,-83.0,3.22,-84.0,1.7
-79.1,0.0,7.89,-83.0,3.21,-84.0,1.68
-79.17,0.0,5.86,-83.0,3.19,-84.0,1.67
-79.24,0.0,5.82,-83.0,3.18,-84.0,1.65
-79.1,0.0,7.79,-83.0,3.16,-84.0,1.63
-79.17,0.0,5.76,-83.0,3.14,-84.0,1.62
-79.24,0.0,5.73,-83.0,3.13,-84.0,1.6
-79.09,0.0,7.7,-83.0,3.11,-84.0,1.58
-79.17,0.0,5.66,-83.0,3.1,-84.0,1.57
-79.23,0.0,5.63,-83.0,3.08,-83.0,1.55
-79.09,0.0,7.6,-83.0,3.07,-83.0,1.54
-79.17,0.0,5.57,-83.0,3.05,-83.0,1.52
-79.23,0.0,5.54,-83.0,3.04,-83.0,1.51
-79.09,0.0,7.51,-83.0,3.02,-83.0,1.49
-79.16,0.0,5.48,-83.0,3.0,-83.0,1.48
-79.22,0.0,5.45,-83.0,2.99,-83.0,1.46
-79.08,0.0,7.42,-83.0,2.97,-83.0,1.45
-79.15,0.0,5.39,-82.0,2.96,-83.0,1.43
-79.22,0.0,5.36,-82.0,2.95,-83.0,1.42
-79.07,0.0,7.33,-82.0,2.93,-83.0,1.4
-79.15,0.0,5.31,-82.0,2.92,-83.0,1.39
-79.21,0.0,5.28,-82.0,2.9,-83.0,1.38
-79.06,0.0,7.25,-82.0,2.89,-83.0,1.36
-79.14,0.0,5.22,-82.0,2.87,-83.0,1.35
-79.2,0.0,5.19,-82.0,2.86,-83.0,1.34
-79.05,0.0,7.17,-82.0,2.84,-83.0,1.32
-79.13,0.0,5.14,-82.0,2.83,-83.0,1.31
-79.19,0.0,5.11,-82.0,2.82,-83.0,1.3
-79.04,0.0,7.08,-82.0,2.8,-83.0,1.28
-79.12,0.0,5.06,-82.0,2.79,-83.0,1.27
-79.18,0.0,5.03,-82.0,2.77,-83.0,1.26
-79.03,0.0,7.0,-82.0,2.76,-83.0,1.24
-79.11,0.0,4.98,-82.0,2.75,-83.0,1.23
-79.17,0.0,4.95,-82.0,2.73,-83.0,1.22
-79.02,0.0,6.93,-82.0,2.72,-82.0,1.21
-79.09,0.0,4.9,-82.0,2.7,-82.0,1.2
-79.15,0.0,4.87,-82.0,2.69,-82.0,1.18
-79.11,0.0,5.85,-82.0,2.68,-82.0,1.17
-79.17,0.0,4.82,-82.0,2.66,-82.0,1.16
-79.22,0.0,4.8,-82.0,2.65,-82.0,1.15
-79.16,0.0,5.77,-82.0,2.64,-82.0,1.14
-79.21,0.0,4.75,-82.0,2.62,-82.0,1.13
-79.25,0.0,4.73,-82.0,2.61,-82.0,1.11
-79.19,0.0,5.7,-82.0,2.6,-82.0,1.1
-79.23,0.0,4.68,-82.0,2.59,-82.0,1.09
-79.17,0.0,5.65,-82.0,2.57,-82.0,1.08
-79.11,0.0,5.63,-82.0,2.56,-82.0,1.07
-79.16,0.0,4.61,-82.0,2.55,-82.0,1.06
-79.21,0.0,4.58,-82.0,2.53,-82.0,1.05
-79.14,0.0,5.56,-82.0,2.52,-82.0,1.04
-79.19,0.0,4.54,-82.0,2.51,-82.0,1.03
-79.22,0.0,4.51,-82.0,2.5,-82.0,1.02
-79.16,0.0,5.49,-82.0,2.48,-82.0,1.01
-79.2,0.0,4.47,-82.0,2.47,-82.0,1.0
-79.23,0.0,4.45,-82.0,2.46,-82.0,0.99
-79.16,0.0,5.42,-81.0,2.45,-82.0,0.98
-79.2,20.0,4.4,-81.0,2.43,-82.0,0.97
-79.13,20.0,5.38,-79.0,2.42,-78.0,0.96
-79.07,20.0,5.36,-75.0,2.41,-76.0,0.95
-79.11,20.0,4.34,-70.0,2.4,-72.0,0.94
-79.05,20.0,5.32,-67.0,2.39,-67.0,0.93
-79.0,20.0,5.29,-65.0,2.37,-66.0,0.92
-79.05,20.0,4.27,-64.0,2.36,-63.0,0.91
-79.0,20.0,5.25,-62.0,2.35,-61.0,0.9
-79.05,20.0,4.23,-61.0,2.34,-60.0,0.89
-79.09,20.0,4.21,-58.0,2.33,-57.0,0.88
-79.03,20.0,5.19,-57.0,2.32,-55.0,0.88
-78.97,20.0,5.17,-54.0,2.3,-53.0,0.87
-79.02,20.0,4.15,-51.0,2.29,-50.0,0.86
-78.97,20.0,5.13,-51.0,2.28,-47.0,0.85
-79.01,20.0,4.11,-48.0,2.27,-45.0,0.84
-79.06,20.0,4.09,-46.0,2.26,-42.0,0.83
-78.99,20.0,5.07,-44.0,2.25,-40.0,0.82
-79.03,20.0,4.05,-41.0,2.24,-36.0,0.82
-79.07,20.0,4.03,-38.0,2.22,-33.0,0.81
-78.9,20.0,6.01,-32.0,2.21,-29.0,0.8
-78.75,20.0,6.01,-27.0,2.2,-19.0,2.81
-78.42,20.0,7.99,-23.0,2.19,-12.0,4.8
-77.65,20.0,12.73,-16.0,2.97,-3.0,6.77
-76.9,20.0,13.49,-9.0,3.76,9.0,8.73
-75.97,20.0,16.2,1.0,4.54,26.0,10.66
-74.97,20.0,17.87,14.0,5.32,-62.0,10.55
-74.1,20.0,17.52,33.0,6.08,-60.0,10.44
-73.33,20.0,17.39,-61.0,6.05,-58.0,10.34
-72.44,20.0,19.25,-59.0,6.02,-55.0,10.24
-71.84,20.0,17.12,-58.0,5.99,-54.0,10.13
-71.29,20.0,16.99,-57.0,5.96,-53.0,10.03
-70.59,20.0,18.86,-56.0,5.93,-52.0,9.93
-70.15,20.0,16.73,-55.0,5.9,-51.0,9.83
-69.75,20.0,16.6,-54.0,5.87,-50.0,9.73
-69.18,20.0,18.48,-53.0,5.84,-48.0,9.64
-68.85,20.0,16.35,-50.0,5.81,-46.0,9.54
-68.55,20.0,16.23,-49.0,5.78,-42.0,9.45
-68.07,20.0,18.1,-48.0,5.75,-41.0,9.35
-67.83,20.0,15.98,-47.0,5.72,-38.0,9.26
-67.61,20.0,15.86,-44.0,5.69,-36.0,9.17
-67.2,20.0,17.74,-43.0,5.67,-32.0,9.07
-67.02,20.0,15.62,-41.0,5.64,-29.0,8.98
-66.86,20.0,15.5,-39.0,5.61,-25.0,8.89
-66.51,20.0,17.38,-33.0,5.58,-21.0,8.8
-66.19,20.0,17.29,-31.0,5.55,-8.0,10.73
-65.68,20.0,19.17,-26.0,5.53,1.0,12.64
-64.79,20.0,23.02,-23.0,5.5,13.0,14.52
-63.87,20.0,23.65,-16.0,6.26,32.0,16.39
-62.89,20.0,24.25,-9.0,7.02,-62.0,16.23
-61.66,20.0,26.84,0.0,7.77,-61.0,16.07
-60.56,20.0,25.46,12.0,8.56,-60.0,15.9
-59.47,20.0,25.26,-62.0,8.52,-60.0,15.75
-58.17,20.0,27.06,-61.0,8.47,-58.0,15.59
-57.05,20.0,24.86,-61.0,8.43,-58.0,15.43
-55.91,20.0,24.67,-60.0,8.39,-57.0,15.28
-54.53,20.0,26.47,-60.0,8.35,-55.0,15.13
-53.29,20.0,24.28,-59.0,8.31,-55.0,14.97
-51.98,20.0,24.09,-58.0,8.26,-54.0,14.82
-50.38,20.0,25.9,-58.0,8.22,-54.0,14.68
-48.86,20.0,23.71,-57.0,8.18,-53.0,14.53
-47.2,20.0,23.52,-57.0,8.14,-52.0,14.38
-45.16,20.0,25.34,-56.0,8.1,-51.0,14.24
-43.07,20.0,23.16,-56.0,8.06,-51.0,14.1
-40.69,20.0,22.98,-55.0,8.02,-50.0,13.96
-37.73,20.0,24.8,-55.0,7.98,-48.0,13.82
-34.44,20.0,22.62,-54.0,7.94,-48.0,13.68
-30.47,20.0,22.44,-54.0,7.9,-47.0,13.54
-25.37,20.0,24.27,-53.0,7.86,-46.0,13.41
-19.07,20.0,22.09,-51.0,7.82,-43.0,13.27
-10.76,20.0,21.92,-52.0,7.78,-42.0,13.14
0.81,20.0,22.75,-50.0,7.74,-40.0,13.01
17.57,20.0,21.58,-51.0,7.7,-39.0,12.88
-65.0,20.0,21.41,-49.0,7.67,-36.0,12.75
-64.68,20.0,23.25,-48.0,7.63,-35.0,12.62
-64.57,20.0,21.08,-47.0,7.59,-31.0,12.5
-64.48,20.0,20.92,-46.0,7.55,-28.0,12.37
-64.21,20.0,22.76,-44.0,7.51,-25.0,12.25
-63.95,20.0,22.6,-43.0,7.48,-17.0,14.13
-63.51,20.0,24.43,-41.0,7.44,-10.0,15.99
-62.69,20.0,28.25,-39.0,7.4,-3.0,17.85
-61.88,20.0,28.06,-38.0,7.36,9.0,19.7
-60.9,20.0,29.83,-36.0,7.33,24.0,21.51
-59.63,20.0,32.61,-33.0,7.29,48.0,23.32
-58.45,20.0,31.34,-31.0,7.25,-62.0,23.09
-57.27,20.0,31.07,-24.0,7.22,-61.0,22.86
-55.88,20.0,32.64,-18.0,8.02,-61.0,22.63
-54.48,20.0,32.19,-13.0,8.79,-61.0,22.4
-52.93,20.0,32.74,-4.0,9.57,-61.0,22.18
-51.11,20.0,34.3,4.0,10.34,-61.0,21.96
-49.18,20.0,33.85,17.0,11.11,-61.0,21.74
-46.91,20.0,35.38,38.0,11.86,-61.0,21.52
-44.4,20.0,35.1,-62.0,11.8,-61.0,21.3
-41.67,20.0,33.83,-62.0,11.74,-61.0,21.09
-38.45,20.0,34.56,-62.0,11.68,-60.0,20.88
-34.67,20.0,34.29,-62.0,11.62,-60.0,20.67
-30.23,20.0,33.03,-62.0,11.56,-60.0,20.46
-24.65,20.0,33.76,-62.0,11.5,-60.0,20.26
-17.62,20.0,32.5,-62.0,11.45,-60.0,20.06
-8.3,20.0,32.25,-62.0,11.39,-60.0,19.86
4.79,20.0,32.99,-62.0,11.33,-60.0,19.66
24.12,20.0,31.74,-62.0,11.28,-60.0,19.46
-65.0,20.0,31.49,-62.0,11.22,-60.0,19.27
-64.31,20.0,32.24,-62.0,11.16,-58.0,19.07
-63.65,20.0,31.99,-60.0,11.11,-58.0,18.88
-63.12,20.0,30.75,-60.0,11.05,-57.0,18.69
-62.51,20.0,31.5,-61.0,11.0,-57.0,18.51
-61.92,20.0,31.26,-60.0,10.94,-57.0,18.32
-61.46,20.0,30.03,-61.0,10.89,-55.0,18.14
-60.9,20.0,30.79,-60.0,10.83,-55.0,17.96
-60.47,20.0,29.56,-60.0,10.78,-54.0,17.78
-60.04,20.0,29.33,-60.0,10.73,-54.0,17.6
-59.52,20.0,30.1,-59.0,10.67,-53.0,17.42
